vidId,frameNum,timestamp,detectedObjId,detectedObjClass,confidence,bbox info,video_path,obj_filename
0,120,0:00:05.005000,0,person,0.8659622073173523,"[1.8373260498046875, 215.29153442382812, 165.15162658691406, 358.5021057128906]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame120_obj0.jpg
0,120,0:00:05.005000,0,person,0.8469545841217041,"[234.6238555908203, 265.1407470703125, 293.524658203125, 358.910400390625]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame120_obj0.jpg
0,120,0:00:05.005000,0,person,0.8198440670967102,"[345.802490234375, 272.62176513671875, 424.7041015625, 358.97845458984375]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame120_obj0.jpg
0,120,0:00:05.005000,0,person,0.7667878866195679,"[408.46807861328125, 192.9556121826172, 618.4555053710938, 356.54937744140625]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame120_obj0.jpg
0,120,0:00:05.005000,0,person,0.7440166473388672,"[417.0980224609375, 255.2174072265625, 464.63751220703125, 325.294921875]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame120_obj0.jpg
0,120,0:00:05.005000,0,person,0.7320191264152527,"[621.933837890625, 276.5065612792969, 639.8485107421875, 359.0389099121094]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame120_obj0.jpg
0,120,0:00:05.005000,0,person,0.7280295491218567,"[595.57666015625, 279.5613708496094, 609.50537109375, 314.4054260253906]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame120_obj0.jpg
0,120,0:00:05.005000,25,umbrella,0.3988998234272003,"[626.6695556640625, 255.58782958984375, 640.0, 270.98382568359375]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame120_obj25.jpg
0,120,0:00:05.005000,26,handbag,0.30387404561042786,"[236.6216278076172, 314.646484375, 287.734130859375, 359.7413330078125]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame120_obj26.jpg
0,130,0:00:05.422083,0,person,0.886445939540863,"[519.337646484375, 220.78091430664062, 638.5955810546875, 357.7983093261719]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame130_obj0.jpg
0,130,0:00:05.422083,0,person,0.8610187768936157,"[403.7426452636719, 269.4613037109375, 494.2912292480469, 358.57257080078125]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame130_obj0.jpg
0,130,0:00:05.422083,0,person,0.8147035837173462,"[205.55880737304688, 221.43206787109375, 348.8394470214844, 358.393310546875]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame130_obj0.jpg
0,130,0:00:05.422083,0,person,0.6863629221916199,"[397.7495422363281, 254.38027954101562, 440.0124816894531, 335.2558288574219]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame130_obj0.jpg
0,140,0:00:05.839167,0,person,0.7236073613166809,"[467.5852966308594, 269.35125732421875, 531.7576293945312, 360.0]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame140_obj0.jpg
0,140,0:00:05.839167,0,person,0.6623275876045227,"[592.873046875, 234.41265869140625, 640.0, 360.0]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame140_obj0.jpg
0,140,0:00:05.839167,0,person,0.6331713795661926,"[593.8140258789062, 279.48846435546875, 608.3325805664062, 313.34033203125]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame140_obj0.jpg
0,140,0:00:05.839167,0,person,0.6005977392196655,"[397.1311950683594, 233.70750427246094, 507.1496887207031, 358.7948913574219]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame140_obj0.jpg
0,140,0:00:05.839167,0,person,0.5695286989212036,"[349.51483154296875, 256.58074951171875, 416.1627197265625, 357.20953369140625]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame140_obj0.jpg
0,150,0:00:06.256250,0,person,0.8810723423957825,"[475.86151123046875, 246.60992431640625, 590.9968872070312, 357.775390625]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame150_obj0.jpg
0,150,0:00:06.256250,0,person,0.8714982867240906,"[339.69873046875, 257.8983459472656, 398.64227294921875, 359.0816345214844]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame150_obj0.jpg
0,150,0:00:06.256250,0,person,0.8110083937644958,"[391.38287353515625, 271.183349609375, 437.98480224609375, 357.39910888671875]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame150_obj0.jpg
0,150,0:00:06.256250,0,person,0.6484799385070801,"[592.9003295898438, 279.2076721191406, 606.8947143554688, 316.1484069824219]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame150_obj0.jpg
0,150,0:00:06.256250,0,person,0.5033755302429199,"[280.84844970703125, 272.5217590332031, 335.32470703125, 358.2862243652344]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame150_obj0.jpg
0,150,0:00:06.256250,25,umbrella,0.2580605745315552,"[626.7107543945312, 255.2852783203125, 640.0, 271.41534423828125]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame150_obj25.jpg
0,150,0:00:06.256250,0,person,0.25092706084251404,"[630.2597045898438, 283.9954833984375, 639.9224243164062, 308.51373291015625]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame150_obj0.jpg
0,160,0:00:06.673333,0,person,0.8609949350357056,"[325.122314453125, 255.989990234375, 387.386474609375, 358.60833740234375]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame160_obj0.jpg
0,160,0:00:06.673333,0,person,0.7953395247459412,"[564.92626953125, 251.292236328125, 639.2757568359375, 358.02850341796875]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame160_obj0.jpg
0,160,0:00:06.673333,0,person,0.7952092289924622,"[508.2615051269531, 270.33172607421875, 562.7814331054688, 357.30426025390625]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame160_obj0.jpg
0,160,0:00:06.673333,0,person,0.6976553201675415,"[417.7330017089844, 272.6210632324219, 469.8115539550781, 359.3160705566406]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame160_obj0.jpg
0,160,0:00:06.673333,0,person,0.6039164662361145,"[256.40740966796875, 268.4620361328125, 311.02960205078125, 359.19140625]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame160_obj0.jpg
0,160,0:00:06.673333,24,backpack,0.378378301858902,"[535.933349609375, 301.57061767578125, 604.2584228515625, 359.47406005859375]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame160_obj24.jpg
0,170,0:00:07.090417,0,person,0.8370675444602966,"[318.88458251953125, 252.75335693359375, 382.68804931640625, 357.95068359375]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame170_obj0.jpg
0,170,0:00:07.090417,0,person,0.8109442591667175,"[525.5364990234375, 269.36456298828125, 584.556640625, 359.69390869140625]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame170_obj0.jpg
0,170,0:00:07.090417,0,person,0.7536097764968872,"[436.3580627441406, 273.36962890625, 502.3734436035156, 358.74481201171875]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame170_obj0.jpg
0,170,0:00:07.090417,0,person,0.6512219905853271,"[237.9722442626953, 270.6579895019531, 288.748779296875, 358.1637878417969]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame170_obj0.jpg
0,170,0:00:07.090417,0,person,0.6476600170135498,"[583.638916015625, 246.10284423828125, 640.0, 359.61456298828125]",/content/downloads/How Green Roofs Can Help Cities | NPR.mp4,/content/cropped_objects/video0_frame170_obj0.jpg
